Auxiliary_LAEstab,Auxiliary_CensusYear,Geography_Region,Geography_LA,Geography_LAD,Geography_LSOA,Feature_SelectiveSchool,Spend_Income_Total,Spend_Expenditure_Total,Spend_Expenditure_TeachingStaff_Perc,Spend_Expenditure_SupplyTeachers_Perc,Spend_Expenditure_EducationSupportStaff_Perc,Spend_Expenditure_OtherStaff_Perc,Pupils_FTE,PT_KS4_Entry_EBacc_All_Perc,PT_KS4_Entry_EBacc_E_Perc,PT_KS4_Entry_EBacc_M_Perc,PT_KS4_Entry_EBacc_S_Perc,PT_KS4_Entry_EBacc_H_Perc,PT_KS4_Entry_EBacc_L_Perc,PT_KS4_Posterior_5AC_EM_Perc,PT_KS4_Posterior_EBacc_All_Perc,PT_KS4_Posterior_EBacc_E_Perc,PT_KS4_Posterior_EBacc_M_Perc,PT_KS4_Posterior_EBacc_S_Perc,PT_KS4_Posterior_EBacc_H_Perc,PT_KS4_Posterior_EBacc_L_Perc,PT_KS4_VA_EBacc_E,PT_KS4_VA_EBacc_M,PT_KS4_VA_EBacc_S,PT_KS4_VA_EBacc_H,PT_KS4_VA_EBacc_L,Ofsted_OverallEffectiveness,Workforce_Teachers_AverageAge,Workforce_SeniorLeaders_AverageAge,Workforce_MiddleLeaders_AverageAge,Workforce_ClassroomTeachers_AverageAge,Outflow_Retired_HC,Shortage_TFP_FT,Shortage_TFP_PT,Shortage_TFP_All,Shortage_Vacancies_FT,Shortage_Vacancies_PT,Shortage_Vacancies_All,Shortage_All_Head,Shortage_All_DeputyHeads,Shortage_All_AssistantHeads,Shortage_All_ClassroomTeachers,Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most depriv,Index of Multiple Deprivation (IMD) Decile (where 1 is most depr,Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),Education, Skills and Training Score,Education, Skills and Training Rank (where 1 is most deprived),Education, Skills and Training Decile (where 1 is most deprived ,Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived,Health Deprivation and Disability Decile (where 1 is most depriv,Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprive,Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where ,Income Deprivation Affecting Children Index (IDACI) Decile (wher,Children and Young People Sub-domain Score,Children and Young People Sub-domain Rank (where 1 is most depri,Children and Young People Sub-domain Decile (where 1 is most dep,Adult Skills Sub-domain Score,Adult Skills Sub-domain Rank (where 1 is most deprived),Adult Skills Sub-domain Decile (where 1 is most deprived 10% of ,Geographical Barriers Sub-domain Score,Geographical Barriers Sub-domain Rank (where 1 is most deprived),Geographical Barriers Sub-domain Decile (where 1 is most deprive,Wider Barriers Sub-domain Score,Wider Barriers Sub-domain Rank (where 1 is most deprived),Wider Barriers Sub-domain Decile (where 1 is most deprived 10% o,Indoors Sub-domain Score,Indoors Sub-domain Rank (where 1 is most deprived),Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs,Outdoors Sub-domain Score,Outdoors Sub-domain Rank (where 1 is most deprived),Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOA,auth_absence_percent,unauth_absence_percent,overall_absence_percent,meansalary,mediansalary,Jobs (1000s),Median,Mean,RESIDENT,HIGH_MANAGE,LOW_MANAGE,INTERMED,SMALL_EMP,LOW_SUP,SEMI_ROUTINE,ROUTINE,UNEMP,N/C,TrustSchoolFlag (name)
2024196,2014,Inner London,Camden,Camden,Camden 022A,0,9573,9857,0.48,0.03,0.12,0.03,800,0.31,0.98,0.98,0.75,0.73,0.43,0.38,0.11,0.52,0.5,0.55,0.32,0.56,1000.9,1000.9,1000,994.6,997.4,2 Good,36.6,40.6,39.4,33.7,0,0,0,0,0,0,0,0,0,0,0,39.809,4561,2,0.285,3908,2,0.181,6342,2,22.763,12050,4,0.972,4630,2,0.992,3439,2,31.388,5916,2,39.95,4736,2,0.466,1314,1,0.084,14878,5,0.363,9563,3,-0.853,28457,9,4.071,2072,1,0.227,13155,5,1.896,660,1,5.7,1,6.7,44305.5027149588,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2024196,2013,Inner London,Camden,Camden,Camden 022A,0,9869,9896,0.49,0.04,0.11,0.03,780,0.24,0.92,0.99,0.7,0.56,0.37,0.49,0.08,0.64,0.65,0.51,0.33,0.64,1001.6,1002.2,999.5,995.9,1000.7,2 Good,36.4,44.6,38.6,32.9,2,1,1,2,0,0,0,0,0,0,2,39.809,4561,2,0.285,3908,2,0.181,6342,2,22.763,12050,4,0.972,4630,2,0.992,3439,2,31.388,5916,2,39.95,4736,2,0.466,1314,1,0.084,14878,5,0.363,9563,3,-0.853,28457,9,4.071,2072,1,0.227,13155,5,1.896,660,1,5.5,1.5,7.1,44381.9024507807,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2024275,2010,Inner London,Camden,Camden,Camden 005A,0,7180,7106,0.55,0.02,0.12,0.01,1277,0.24,0.94,0.96,0.69,0.53,0.34,0.61,0.15,0.65,0.74,0.7,0.69,0.77,1000,1002.6,1000.8,1001.1,1004.3,3 Requires Improvement,38,45.4,38.6,36.5,2,0,0,0,0,0,0,0,0,0,0,17.105,16657,6,0.131,14418,5,0.097,16274,5,3.235,29520,9,-0.563,24057,8,0.938,3941,2,18.68,18460,6,27.856,9767,3,0.159,15524,5,-0.683,26250,8,0.144,30895,10,-0.377,22287,7,1.339,9174,3,-0.321,21111,7,1.451,1669,1,NULL,NULL,NULL,45189.0734055118,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,NULL
2024652,2014,Inner London,Camden,Camden,Camden 022D,0,8401,8566,0.56,0.03,0.13,0.01,605,0.27,1,1,0.43,0.58,0.72,0.49,0.2,0.7,0.63,0.82,0.62,0.69,1001.1,1000.7,1001.8,1000.8,1003.9,2 Good,39.7,42.4,41.4,36.5,1,0,0,0,0,0,0,0,0,0,0,36.917,5471,2,0.248,5573,2,0.181,6293,2,31.032,8177,3,0.705,7064,3,0.939,3924,2,27.608,8666,3,38.703,5135,2,0.31,6192,2,0.339,11007,4,0.411,6087,2,-1.483,32069,10,3.677,2659,1,0.095,15143,5,1.967,546,1,3.5,1,4.5,44305.5027149588,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2024611,2010,Inner London,Camden,Camden,Camden 015B,0,7189,7163,0.61,0.01,0.09,0.01,1010,0.55,0.99,0.99,0.75,0.65,0.76,0.7,0.47,0.96,0.7,0.95,0.82,0.84,1005.5,1001.1,1003.9,1002.9,1004.4,1 Outstanding,44.8,51.5,43.9,44.9,10,0,0,0,0,0,0,0,0,0,0,17.133,16639,6,0.081,21469,7,0.067,23171,8,3.06,29720,10,-0.388,21749,7,1.273,1577,1,22.746,13471,5,38.106,5335,2,0.119,19106,6,-0.639,25745,8,0.108,31989,10,-0.412,22861,7,2.176,6148,2,0.018,16266,5,2.008,488,1,NULL,NULL,NULL,45189.0734055118,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,NULL
2024611,2013,Inner London,Camden,Camden,Camden 015B,0,7191,7048,0.58,0.02,0.08,0.02,1014,0.57,1,1,0.71,0.63,0.78,0.76,0.5,0.83,0.81,0.9,0.91,0.94,1002.3,1000.1,1002,1003.3,1005.6,1 Outstanding,44.1,51.3,45.2,41.9,3,0,0,0,0,0,0,0,0,0,0,17.133,16639,6,0.081,21469,7,0.067,23171,8,3.06,29720,10,-0.388,21749,7,1.273,1577,1,22.746,13471,5,38.106,5335,2,0.119,19106,6,-0.639,25745,8,0.108,31989,10,-0.412,22861,7,2.176,6148,2,0.018,16266,5,2.008,488,1,5,0.1,5.1,44381.9024507807,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2024652,2011,Inner London,Camden,Camden,Camden 022D,0,8454,7597,0.57,0.03,0.13,0.02,780,0.18,1,0.99,0.51,0.53,0.49,0.67,0.15,0.83,0.72,0.83,0.59,0.91,1004.5,1001.9,1002.4,1001.6,1010.1,3 Requires Improvement,40.7,43,40.5,40.4,1,0,0,0,0,0,0,0,0,0,0,36.917,5471,2,0.248,5573,2,0.181,6293,2,31.032,8177,3,0.705,7064,3,0.939,3924,2,27.608,8666,3,38.703,5135,2,0.31,6192,2,0.339,11007,4,0.411,6087,2,-1.483,32069,10,3.677,2659,1,0.095,15143,5,1.967,546,1,4.3,1.6,5.9,45171.0411493462,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2024000,2012,Inner London,Camden,Camden,Camden 017C,0,13748,13953,0.4,0.03,0.05,NULL,298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.5,41.7,36.2,37.7,1,0,0,0,0,0,0,0,0,0,0,12.022,21779,7,0.088,20280,7,0.03,31800,10,6.193,26000,8,-0.978,28369,9,-0.158,18970,6,17.468,19952,7,54.33,1550,1,0.131,17947,6,-0.251,20248,7,0.146,30820,10,-0.576,25221,8,1.378,9021,3,1.031,3915,2,1.621,1203,1,NULL,NULL,NULL,44241.4391348601,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Supported by a single-academy trust
2024000,2015,Inner London,Camden,Camden,Camden 017C,0,NULL,NULL,NULL,NULL,NULL,NULL,835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3 Requires Improvement,36.3,43,38.1,34.7,NULL,1,0,1,1,0,1,0,0,0,2,12.022,21779,7,0.088,20280,7,0.03,31800,10,6.193,26000,8,-0.978,28369,9,-0.158,18970,6,17.468,19952,7,54.33,1550,1,0.131,17947,6,-0.251,20248,7,0.146,30820,10,-0.576,25221,8,1.378,9021,3,1.031,3915,2,1.621,1203,1,4.1,0.7,4.8,44758.0133516484,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Supported by a single-academy trust
2024166,2012,Inner London,Camden,Camden,Camden 001D,0,7387,7406,0.55,0.01,0.07,0.03,1250,0.52,1,1,0.99,0.72,0.66,0.68,0.35,0.84,0.73,0.65,0.69,0.76,1002.9,1000.1,1000.1,1000.1,1003,1 Outstanding,35.1,46.3,37,30.9,1,0,2,2,0,0,0,0,0,0,2,29.143,8639,3,0.24,5966,2,0.148,9184,3,18.278,14982,5,0.655,7626,3,0.595,7747,3,18.921,18150,6,33.273,7237,3,0.355,4389,2,0.472,9157,3,0.237,23138,8,-1.162,30762,10,2.091,6420,2,0.061,15643,5,1.531,1430,1,4.317715224,1.566677312,5.884392536,44241.4391348601,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2024166,2015,Inner London,Camden,Camden,Camden 001D,0,NULL,NULL,NULL,NULL,NULL,NULL,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2 Good,36.5,49.5,36.9,33,NULL,1,0,1,0,0,0,0,0,0,1,29.143,8639,3,0.24,5966,2,0.148,9184,3,18.278,14982,5,0.655,7626,3,0.595,7747,3,18.921,18150,6,33.273,7237,3,0.355,4389,2,0.472,9157,3,0.237,23138,8,-1.162,30762,10,2.091,6420,2,0.061,15643,5,1.531,1430,1,3.3,0.9,4.2,44758.0133516484,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2025401,2012,Inner London,Camden,Camden,Camden 003A,0,6406,6365,0.63,0.01,0.09,0.01,1220,0.57,0.99,0.98,0.92,0.6,0.92,0.77,0.45,0.89,0.8,0.77,0.86,0.79,1004.7,1001.4,1001.3,1005.3,1004.1,2 Good,39.8,49.3,38.7,38.7,3,0,0,0,0,0,0,0,0,0,0,10.909,23104,8,0.065,24576,8,0.062,24620,8,2.021,30942,10,-0.894,27626,9,0.687,6549,2,12.902,25580,8,35.295,6421,2,0.054,27913,9,-0.834,27851,9,0.086,32411,10,-0.954,29354,9,0.757,11677,4,0.31,11950,4,1.367,1978,1,3.708905286,1.797058095,5.505963381,44241.4391348601,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2034001,2014,Outer London,Greenwich,Greenwich,Greenwich 015C,0,NULL,NULL,NULL,NULL,NULL,NULL,294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3 Requires Improvement,28.7,33.5,30.2,26.5,0,0,0,0,0,0,0,0,0,0,0,27.786,9299,3,0.193,8867,3,0.132,11017,4,14.169,18068,6,0.902,5186,2,0.614,7493,3,33.139,4905,2,16.279,17426,6,0.167,14818,5,-0.025,16617,6,0.278,18516,6,-0.024,16173,5,3.288,3308,2,-0.755,26487,9,0.794,5654,2,3.8,0.7,4.5,41529.9914150943,15829.48,NULL,NULL,NULL,249991,32544,56575,27951,29387,18085,34109,25460,17625,8255,Supported by a single-academy trust
2034002,2014,Outer London,Greenwich,Greenwich,Greenwich 004B,0,NULL,NULL,NULL,NULL,NULL,NULL,364,0.23,0.97,0.98,0.74,0.5,0.36,0.31,0.07,0.42,0.56,0.36,0.35,0.63,994.4,998.2,994.5,993.6,1000.2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.815,3463,2,0.319,2675,1,0.202,4894,2,29.118,8945,3,0.96,4719,2,0.514,8834,3,48.3,493,1,22.266,13106,4,0.418,2344,1,0.603,7556,3,0.352,10593,4,0.192,12558,4,5.091,849,1,-0.125,18337,6,0.833,5302,2,4.8,6.1,10.9,41529.9914150943,15829.48,NULL,NULL,NULL,249991,32544,56575,27951,29387,18085,34109,25460,17625,8255,Supported by a single-academy trust
2034077,2013,Outer London,Greenwich,Greenwich,Greenwich 029C,0,6752,7373,0.5,0.02,0.14,0.01,832,0.34,0.99,0.99,0.56,0.66,0.54,0.44,0.19,0.74,0.49,0.81,0.58,0.78,1003.4,998.8,1001.5,1001.7,1003.6,1 Outstanding,37.6,43.2,35.9,37.6,2,0,0,0,0,0,0,0,0,0,0,49.383,2327,1,0.333,2234,1,0.269,1843,1,36.942,6221,2,0.906,5157,2,0.974,3600,2,42.228,1563,1,16.455,17296,6,0.407,2647,1,0.643,7104,3,0.421,5488,2,-0.424,23041,8,5.166,770,1,-0.185,19178,6,0.351,10775,4,3.2,1.5,4.7,41923.5158541342,15829.48,NULL,NULL,NULL,249991,32544,56575,27951,29387,18085,34109,25460,17625,8255,Not applicable
2024000,2014,Inner London,Camden,Camden,Camden 017C,0,NULL,NULL,NULL,NULL,NULL,NULL,697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3 Requires Improvement,35.8,43.4,36.1,33.9,0,0,0,0,0,0,0,0,0,0,0,12.022,21779,7,0.088,20280,7,0.03,31800,10,6.193,26000,8,-0.978,28369,9,-0.158,18970,6,17.468,19952,7,54.33,1550,1,0.131,17947,6,-0.251,20248,7,0.146,30820,10,-0.576,25221,8,1.378,9021,3,1.031,3915,2,1.621,1203,1,4.3,0.3,4.6,44305.5027149588,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Supported by a single-academy trust
